season,player_name,team_name,matches,innings,runs,batting_avg,strike_rate,fours,sixes,fifties,hundreds,wickets,economy,bowling_avg
2023,RJW Topley,Mumbai Indians,2,1,1,26.8,49.29,0,0,0,0,1,10.54,50.73
2024,RJW Topley,Royal Challengers Bangalore,2,1,1,21.15,47.1,0,0,0,0,2,11.01,43.07
2025,RJW Topley,Royal Challengers Bengaluru,1,1,1,17.84,48.21,0,0,0,0,1,10.75,47.2
2018,RK Bhui,Delhi Capitals,1,1,2,2.56,36.79,0,0,0,0,0,8.41,30.9
2019,RK Bhui,Sunrisers Hyderabad,1,1,2,2.68,40.43,0,0,0,0,0,8.47,31.94
2020/21,RK Bhui,Sunrisers Hyderabad,1,1,1,1.57,41.98,0,0,0,0,0,8.45,35.1
2021,RK Bhui,Sunrisers Hyderabad,1,1,1,2.06,39.82,0,0,0,0,0,9.06,31.45
2022,RK Bhui,Sunrisers Hyderabad,1,1,2,1.93,35.67,0,0,0,0,0,9.24,30.59
2023,RK Bhui,Sunrisers Hyderabad,1,1,2,3.01,37.42,0,0,0,0,0,8.23,27.26
2024,RK Bhui,Sunrisers Hyderabad,1,1,1,1.93,32.8,0,0,0,0,0,8.45,32.8
2018,RK Singh,Kolkata Knight Riders,6,5,103,31.0,147.0,8,9,0,0,0,8.87,30.97
2019,RK Singh,Kolkata Knight Riders,9,8,56,28.59,141.25,13,6,1,0,0,7.7,31.63
2020/21,RK Singh,Kolkata Knight Riders,5,4,193,33.28,158.6,6,6,3,0,0,7.98,28.32
2021,RK Singh,Kolkata Knight Riders,5,4,129,37.73,152.4,16,7,0,0,0,8.12,25.27
2022,RK Singh,Kolkata Knight Riders,8,7,143,19.02,159.15,9,4,1,0,0,7.95,31.29
2023,RK Singh,Kolkata Knight Riders,7,6,127,31.05,131.9,7,8,2,0,0,7.73,30.29
2024,RK Singh,Kolkata Knight Riders,4,3,200,30.33,132.92,7,8,2,1,0,8.38,34.33
2025,RK Singh,Kolkata Knight Riders,8,7,157,34.23,162.24,11,5,2,1,0,7.85,32.33
2026,RK Singh,Kolkata Knight Riders,4,3,76,29.88,148.88,9,9,1,0,0,8.39,28.29
2021,RM Patidar,Royal Challengers Bangalore,5,5,147,41.88,173.08,22,17,2,0,0,8.27,35.42
2022,RM Patidar,Royal Challengers Bengaluru,11,10,163,25.15,169.52,18,21,2,0,0,8.26,34.34
2023,RM Patidar,Royal Challengers Bengaluru,6,5,275,26.55,167.2,7,21,1,0,0,8.2,32.82
2024,RM Patidar,Royal Challengers Bengaluru,9,8,108,32.25,146.75,19,12,0,0,0,7.92,24.56
2025,RM Patidar,Royal Challengers Bengaluru,6,5,307,37.06,169.51,13,15,2,0,0,8.07,29.59
2026,RM Patidar,Royal Challengers Bengaluru,6,5,220,37.93,164.38,20,21,2,0,0,8.66,33.62
2011,RN ten Doeschate,Kolkata Knight Riders,6,5,68,31.09,121.39,7,2,0,0,0,7.15,50.85
2012,RN ten Doeschate,Kolkata Knight Riders,8,6,51,29.52,129.64,5,2,0,0,1,7.21,39.0
2013,RN ten Doeschate,Kolkata Knight Riders,7,5,27,28.97,141.5,7,2,0,0,0,7.63,42.86
2014,RN ten Doeschate,Kolkata Knight Riders,5,4,60,31.16,130.03,3,2,0,0,0,7.66,43.58
2015,RN ten Doeschate,Kolkata Knight Riders,3,2,95,27.36,139.18,7,4,1,0,0,7.15,41.83
2021,RP Meredith,Mumbai Indians,7,1,0,27.79,0,0,0,0,0,4,8.87,37.43
2022,RP Meredith,Punjab Kings,4,1,0,13.66,0,0,0,0,0,11,10.12,31.51
2023,RP Meredith,Punjab Kings,7,1,0,26.17,0,0,0,0,0,8,10.3,33.06
2008,RP Singh,Deccan Chargers,12,4,9,2.52,73.06,0,0,0,0,16,7.13,20.78
2009,RP Singh,Kochi Tuskers Kerala,10,4,9,2.22,76.95,0,0,0,0,7,7.24,30.65
2010,RP Singh,Mumbai Indians,9,3,3,3.62,75.67,0,0,0,0,17,7.16,23.92
2011,RP Singh,Rising Pune Supergiants,11,4,6,2.98,78.01,0,0,0,0,16,8.57,27.29
2012,RP Singh,Royal Challengers Bangalore,6,2,8,4.46,74.51,0,0,0,0,17,7.89,25.81
2013,RP Singh,Royal Challengers Bangalore,12,4,5,2.49,67.85,0,0,0,0,3,7.54,22.64
2014,RP Singh,Royal Challengers Bangalore,7,3,7,3.46,73.69,0,0,0,0,14,8.31,24.28
2015,RP Singh,Royal Challengers Bangalore,9,3,8,2.91,69.61,0,0,0,0,14,7.71,24.61
2016,RP Singh,Royal Challengers Bangalore,12,4,5,3.43,69.58,0,0,0,0,9,8.28,24.74
2012,RR Bhatkal,Royal Challengers Bangalore,1,1,0,0,0,0,0,0,0,0,18.99,33.19
2009,RR Bose,Kings XI Punjab,1,1,0,12.7,113.82,0,0,0,0,0,11.85,30.14
2016,RR Pant,Delhi Capitals,16,16,511,32.64,137.94,30,12,7,0,0,8.35,30.76
2017,RR Pant,Delhi Daredevils,10,10,348,32.5,125.47,28,17,1,0,0,7.78,27.18
2018,RR Pant,Lucknow Super Giants,13,13,319,31.73,129.62,39,13,0,0,0,8.08,34.39
2019,RR Pant,Lucknow Super Giants,14,14,480,30.0,167.42,42,22,4,0,0,8.56,24.07
2020/21,RR Pant,Lucknow Super Giants,10,10,315,23.3,152.58,28,10,0,0,0,8.47,24.55
2021,RR Pant,Lucknow Super Giants,8,8,436,28.68,163.12,39,9,1,0,0,7.67,31.62
2022,RR Pant,Lucknow Super Giants,13,13,346,25.86,167.08,17,16,3,0,0,9.3,33.42
2023,RR Pant,Lucknow Super Giants,10,10,366,27.81,137.64,37,16,5,1,0,9.14,28.69
2024,RR Pant,Lucknow Super Giants,15,15,269,31.56,130.69,41,16,1,0,0,8.36,32.92
2025,RR Pant,Lucknow Super Giants,15,15,472,44.41,132.43,29,11,3,0,0,8.76,32.62
2026,RR Pant,Lucknow Super Giants,16,16,175,23.86,144.33,20,17,2,0,0,7.78,32.46
2008,RR Powar,Kings XI Punjab,5,2,19,16.84,115.86,2,0,0,0,1,7.84,36.37
2009,RR Powar,Kochi Tuskers Kerala,3,1,8,19.23,97.64,1,0,0,0,1,7.49,47.75
2010,RR Powar,Kochi Tuskers Kerala,7,3,13,17.05,119.08,2,0,0,0,3,7.51,47.2
2011,RR Powar,Kochi Tuskers Kerala,8,3,17,30.94,109.07,1,0,0,0,2,7.16,37.17
2012,RR Powar,Kochi Tuskers Kerala,7,3,18,17.53,89.84,2,0,0,0,1,7.32,36.07
2008,RR Raje,Mumbai Indians,5,2,12,27.23,110.99,1,0,0,0,1,8.62,39.88
2009,RR Raje,Mumbai Indians,4,2,15,27.64,115.63,0,0,0,0,5,9.47,39.31
2014,RR Rossouw,Delhi Capitals,2,2,25,22.81,142.65,5,2,0,0,0,7.97,32.23
2015,RR Rossouw,Punjab Kings,3,3,63,24.51,174.34,6,2,0,0,0,8.21,29.79
2016,RR Rossouw,Royal Challengers Bangalore,2,2,18,17.22,138.12,3,2,0,0,0,7.65,25.97
2017,RR Rossouw,Royal Challengers Bangalore,2,2,21,30.12,171.92,2,3,0,0,0,8.21,27.03
2018,RR Rossouw,Royal Challengers Bangalore,3,3,57,14.44,147.19,3,2,0,0,0,9.12,32.95
2019,RR Rossouw,Royal Challengers Bangalore,2,2,22,19.67,136.39,3,3,0,0,0,9.24,24.04
2020/21,RR Rossouw,Royal Challengers Bangalore,2,2,34,25.17,172.65,4,3,0,0,0,9.01,25.85
2021,RR Rossouw,Royal Challengers Bangalore,2,2,65,19.21,140.95,6,3,0,0,0,8.69,24.5
2022,RR Rossouw,Royal Challengers Bangalore,1,1,68,21.13,139.69,5,3,0,0,0,8.4,25.78
2023,RR Rossouw,Royal Challengers Bangalore,3,3,49,16.78,144.95,4,2,1,0,0,7.77,26.66
2024,RR Rossouw,Royal Challengers Bangalore,1,1,39,27.02,139.52,5,2,0,0,0,9.18,35.62
2008,RR Sarwan,Kings XI Punjab,4,4,96,16.33,104.75,5,1,1,0,0,9.34,34.99
2009,RS Bopara,Kings XI Punjab,4,4,87,31.36,130.48,3,2,0,0,2,8.06,28.38
2010,RS Bopara,Sunrisers Hyderabad,2,2,104,34.02,118.09,3,1,0,0,2,7.83,27.28
2011,RS Bopara,Sunrisers Hyderabad,3,3,54,18.27,110.54,5,2,0,0,2,8.58,25.86
2012,RS Bopara,Sunrisers Hyderabad,4,4,66,35.12,115.95,5,2,0,0,2,8.51,25.67
2013,RS Bopara,Sunrisers Hyderabad,5,5,48,19.07,119.14,8,1,0,0,2,9.28,23.37
2014,RS Bopara,Sunrisers Hyderabad,4,4,83,21.71,115.95,6,3,0,0,1,8.82,25.07
2015,RS Bopara,Sunrisers Hyderabad,3,3,87,36.49,128.8,8,3,1,0,1,7.97,26.12
2010,RS Gavaskar,Kolkata Knight Riders,3,2,2,2.12,21.33,0,0,0,0,0,8.61,28.79
2023,RS Hangargekar,Chennai Super Kings,1,1,0,16.99,133.16,0,0,0,0,2,10.09,18.13
2010,RS Sodhi,Kings XI Punjab,4,1,4,14.51,187.13,1,0,0,0,0,8.69,29.48
2008,RT Ponting,Kolkata Knight Riders,2,2,11,11.93,73.6,1,0,0,0,0,8.24,32.71
2009,RT Ponting,Mumbai Indians,2,2,21,8.26,80.57,1,0,0,0,0,8.08,34.8
2010,RT Ponting,Mumbai Indians,2,2,13,7.54,65.04,1,0,0,0,0,8.51,24.35
2011,RT Ponting,Mumbai Indians,2,2,17,10.74,73.98,1,0,0,0,0,8.74,30.37
2012,RT Ponting,Mumbai Indians,1,1,24,12.34,75.48,1,0,0,0,0,8.4,25.52
2013,RT Ponting,Mumbai Indians,2,2,8,12.43,67.25,1,0,0,0,0,8.73,26.82
2011,RV Gomez,Kochi Tuskers Kerala,6,4,9,9.82,93.27,1,0,0,0,3,7.69,26.77
2012,RV Gomez,Pune Warriors,4,3,18,9.6,104.57,2,0,0,0,1,8.3,27.0
2013,RV Gomez,Pune Warriors,6,4,15,8.19,110.25,2,0,0,0,1,7.28,21.83
2021,RV Patel,Delhi Capitals,3,2,33,16.14,103.55,2,1,0,0,0,7.52,27.79
2022,RV Patel,Delhi Capitals,4,3,24,11.83,99.02,3,1,0,0,0,8.05,25.94
2023,RV Patel,Delhi Capitals,3,2,14,22.26,101.68,3,1,0,0,0,6.84,32.61
2008,RV Pawar,Mumbai Indians,1,1,0,24.86,132.04,0,0,0,0,0,8.68,28.68
2008,RV Uthappa,Chennai Super Kings,16,15,206,25.58,127.64,32,14,0,0,0,8.04,28.82
2009,RV Uthappa,Kolkata Knight Riders,16,15,163,23.23,140.99,28,14,0,0,0,7.9,26.78
2010,RV Uthappa,Mumbai Indians,13,12,473,35.33,135.7,35,7,7,1,0,9.01,24.91
2011,RV Uthappa,Pune Warriors,8,8,287,34.87,133.98,39,7,0,0,0,8.23,27.73
2012,RV Uthappa,Rajasthan Royals,16,15,184,32.69,129.99,42,6,2,0,0,8.94,32.29
2013,RV Uthappa,Royal Challengers Bangalore,11,11,399,29.06,147.32,32,18,1,0,0,9.23,26.37
2014,RV Uthappa,Royal Challengers Bangalore,16,15,489,29.04,114.94,37,15,1,0,0,7.75,30.39
2015,RV Uthappa,Royal Challengers Bangalore,10,10,494,16.53,116.54,21,12,3,0,0,7.69,27.24
2016,RV Uthappa,Royal Challengers Bangalore,16,15,388,33.29,126.98,27,16,6,0,0,8.38,32.23
2017,RV Uthappa,Royal Challengers Bangalore,16,15,236,18.3,126.88,27,15,4,0,0,8.29,30.88
2018,RV Uthappa,Royal Challengers Bangalore,14,13,274,30.58,132.73,18,15,3,0,0,8.61,32.87
2019,RV Uthappa,Royal Challengers Bangalore,16,15,342,33.77,146.65,29,17,4,1,0,7.73,34.35
2020/21,RV Uthappa,Royal Challengers Bangalore,15,14,527,29.78,130.15,23,15,8,0,0,8.15,33.29
2021,RV Uthappa,Royal Challengers Bangalore,16,15,340,37.38,146.59,18,18,5,0,0,8.89,34.54
2022,RV Uthappa,Royal Challengers Bangalore,16,15,435,32.34,146.52,42,9,5,0,0,8.99,33.47
2011,RW Price,Mumbai Indians,1,1,0,24.68,133.33,0,0,0,0,0,11.21,29.31
2023,Rahmanullah Gurbaz,Kolkata Knight Riders,7,7,58,23.67,120.01,10,8,1,0,0,7.87,28.27
2024,Rahmanullah Gurbaz,Kolkata Knight Riders,9,9,160,17.66,138.67,12,4,2,0,0,8.74,29.63
2025,Rahmanullah Gurbaz,Kolkata Knight Riders,5,5,147,18.8,130.04,8,5,1,1,0,8.76,35.93
2022,Ramandeep Singh,Kolkata Knight Riders,8,5,47,11.86,170.32,2,4,0,0,1,10.28,9.41
2023,Ramandeep Singh,Mumbai Indians,7,4,62,25.66,170.49,2,5,0,0,1,9.91,9.28
2024,Ramandeep Singh,Mumbai Indians,8,5,63,14.36,145.16,2,3,0,0,1,10.34,10.55
2025,Ramandeep Singh,Mumbai Indians,8,5,61,21.34,151.95,1,3,1,0,1,9.2,8.52
2026,Ramandeep Singh,Mumbai Indians,6,4,26,21.85,139.47,3,5,0,0,1,10.27,11.4
2017,Rashid Khan,Gujarat Titans,13,6,25,17.21,164.51,4,6,0,0,6,7.41,19.4
2018,Rashid Khan,Sunrisers Hyderabad,13,6,92,14.15,167.24,5,4,1,0,9,7.74,20.83
2019,Rashid Khan,Sunrisers Hyderabad,16,8,84,11.9,148.76,5,6,1,0,7,7.32,24.59
2020/21,Rashid Khan,Sunrisers Hyderabad,16,8,66,14.47,154.63,6,3,0,0,8,7.22,19.97
2021,Rashid Khan,Sunrisers Hyderabad,11,6,60,11.71,176.27,3,5,1,0,17,7.41,23.71
2022,Rashid Khan,Sunrisers Hyderabad,10,5,96,13.55,180.5,4,4,1,0,10,7.48,21.04
2023,Rashid Khan,Sunrisers Hyderabad,16,8,55,9.57,157.74,2,2,0,0,13,6.43,20.09
2024,Rashid Khan,Sunrisers Hyderabad,13,6,73,17.23,152.57,6,4,1,0,24,7.1,27.72
2025,Rashid Khan,Sunrisers Hyderabad,16,8,93,11.07,178.43,3,5,0,0,6,7.28,23.03
2026,Rashid Khan,Sunrisers Hyderabad,14,7,90,19.67,145.46,6,3,1,0,22,7.02,24.49
2019,Rasikh Salam,Delhi Capitals,1,1,8,7.26,90.62,1,0,0,0,1,10.65,42.72
2020/21,Rasikh Salam,Kolkata Knight Riders,2,1,7,6.12,99.76,1,0,0,0,2,9.61,38.04
2021,Rasikh Salam,Mumbai Indians,1,1,6,9.98,108.98,1,0,0,0,2,10.76,43.51
2022,Rasikh Salam,Royal Challengers Bengaluru,2,1,3,6.48,91.08,1,0,0,0,1,11.61,48.23
2023,Rasikh Salam,Royal Challengers Bengaluru,1,1,5,10.26,91.86,1,0,0,0,2,10.68,32.81
2024,Rasikh Salam,Royal Challengers Bengaluru,2,1,7,5.56,85.92,0,0,0,0,1,10.95,39.83
2025,Rasikh Salam,Royal Challengers Bengaluru,1,1,7,7.45,113.54,1,0,0,0,1,10.42,39.3
2020/21,Ravi Bishnoi,Kings XI Punjab,10,2,8,3.54,78.3,0,0,0,0,16,7.42,25.37
2021,Ravi Bishnoi,Lucknow Super Giants,10,2,9,5.75,75.09,0,0,0,0,10,8.65,33.46
2022,Ravi Bishnoi,Punjab Kings,7,2,3,2.71,68.58,0,0,0,0,13,8.72,32.52
2023,Ravi Bishnoi,Rajasthan Royals,16,4,8,3.37,64.31,0,0,0,0,11,7.45,28.07
2024,Ravi Bishnoi,Rajasthan Royals,15,3,6,5.71,74.12,0,0,0,0,9,8.69,33.36
2025,Ravi Bishnoi,Rajasthan Royals,7,2,9,4.2,69.79,0,0,0,0,4,8.36,30.75
2026,Ravi Bishnoi,Rajasthan Royals,6,1,6,4.13,59.07,0,0,0,0,10,8.85,23.89
2008,S Anirudha,Chennai Super Kings,3,2,28,16.58,124.28,1,1,0,0,0,7.83,30.9
2009,S Anirudha,Sunrisers Hyderabad,3,2,21,13.89,117.47,2,1,0,0,0,7.9,31.26
2010,S Anirudha,Sunrisers Hyderabad,3,2,15,16.58,132.97,2,1,0,0,0,9.19,25.84
2011,S Anirudha,Sunrisers Hyderabad,4,3,20,16.06,108.69,2,1,0,0,0,9.22,26.25
2012,S Anirudha,Sunrisers Hyderabad,3,2,9,14.61,119.92,2,1,0,0,0,9.33,24.19
2013,S Anirudha,Sunrisers Hyderabad,3,2,28,20.08,105.47,1,1,0,0,0,8.3,33.18
2014,S Anirudha,Sunrisers Hyderabad,3,2,30,20.43,116.95,2,1,0,0,0,8.74,33.99
2011,S Aravind,Royal Challengers Bangalore,7,2,4,12.14,107.84,1,0,0,0,8,8.66,24.56
2012,S Aravind,Royal Challengers Bangalore,6,2,11,10.24,108.27,1,0,0,0,7,7.98,23.2
2013,S Aravind,Royal Challengers Bangalore,3,1,13,15.86,97.41,1,0,0,0,9,7.84,20.88
2014,S Aravind,Royal Challengers Bangalore,6,2,6,11.86,92.81,1,0,0,0,7,8.83,27.69
2015,S Aravind,Royal Challengers Bangalore,5,2,12,15.89,88.63,1,0,0,0,6,9.01,27.3
2016,S Aravind,Royal Challengers Bangalore,8,3,6,19.0,101.29,1,0,0,0,8,8.81,22.05
2017,S Aravind,Royal Challengers Bangalore,4,1,13,13.68,114.85,1,0,0,0,2,8.97,21.62
2026,S Arora,Sunrisers Hyderabad,4,4,13,6.71,119.44,0,2,0,0,0,9.31,27.87
2013,S Badree,Chennai Super Kings,2,1,2,3.11,56.86,0,0,0,0,2,7.33,30.04
2014,S Badree,Rajasthan Royals,2,1,4,2.43,58.98,0,0,0,0,1,7.07,34.4
2015,S Badree,Royal Challengers Bangalore,1,1,3,1.73,50.35,0,0,0,0,3,7.27,25.66
2016,S Badree,Royal Challengers Bangalore,3,1,3,2.54,57.05,0,0,0,0,2,7.93,25.12
2017,S Badree,Royal Challengers Bangalore,2,1,2,2.14,57.17,0,0,0,0,1,7.03,30.55
2008,S Badrinath,Chennai Super Kings,16,11,320,34.87,114.28,36,7,4,0,0,8.01,30.55
2009,S Badrinath,Chennai Super Kings,11,8,200,30.75,108.75,17,4,2,0,0,7.85,27.84
2010,S Badrinath,Chennai Super Kings,12,8,297,20.74,108.35,36,4,2,0,0,8.91,33.5
2011,S Badrinath,Chennai Super Kings,16,11,204,18.69,126.36,26,7,1,0,0,8.2,27.91
2012,S Badrinath,Chennai Super Kings,13,9,233,35.03,106.74,24,3,1,0,0,8.27,28.17
2013,S Badrinath,Chennai Super Kings,16,11,349,22.25,123.88,23,5,2,0,0,9.27,32.69
2008,S Chanderpaul,Royal Challengers Bangalore,2,2,14,6.35,85.64,5,0,0,0,0,8.34,29.52
2008,S Dhawan,Deccan Chargers,15,15,374,21.84,137.65,62,13,3,0,0,8.69,18.67
2009,S Dhawan,Delhi Capitals,16,16,420,40.79,124.14,67,10,3,0,0,7.57,19.72
2010,S Dhawan,Delhi Daredevils,16,16,565,28.15,115.1,59,11,6,0,0,8.33,19.78
2011,S Dhawan,Mumbai Indians,16,16,346,44.49,125.34,45,11,1,0,0,8.82,18.21
2012,S Dhawan,Punjab Kings,15,15,602,25.51,114.52,58,11,8,0,0,9.02,17.53
2013,S Dhawan,Sunrisers Hyderabad,8,8,430,41.84,112.72,62,8,6,0,0,8.16,16.89
2014,S Dhawan,Sunrisers Hyderabad,15,15,448,28.57,110.9,46,6,1,0,0,8.51,16.69
2015,S Dhawan,Sunrisers Hyderabad,13,13,508,21.56,134.54,59,11,2,0,0,8.04,16.47
2016,S Dhawan,Sunrisers Hyderabad,11,11,445,39.52,132.88,54,8,2,0,0,7.72,17.34
2017,S Dhawan,Sunrisers Hyderabad,14,14,420,37.57,138.34,46,11,6,0,0,9.02,16.82
2018,S Dhawan,Sunrisers Hyderabad,8,8,587,34.13,118.84,41,7,9,0,0,8.93,14.55
2019,S Dhawan,Sunrisers Hyderabad,11,11,426,35.41,118.03,29,5,1,0,0,7.77,18.7
2020/21,S Dhawan,Sunrisers Hyderabad,16,16,634,45.22,116.17,26,10,7,0,0,9.0,18.32
2021,S Dhawan,Sunrisers Hyderabad,10,10,585,40.85,109.85,37,11,5,0,0,8.2,19.59
2022,S Dhawan,Sunrisers Hyderabad,14,14,425,48.24,110.58,30,5,6,0,0,8.66,15.04
2023,S Dhawan,Sunrisers Hyderabad,9,9,344,38.61,124.88,32,6,3,0,0,7.78,14.07
2024,S Dhawan,Sunrisers Hyderabad,7,7,244,28.04,113.43,62,9,2,0,0,8.29,16.84
2019,S Dube,Chennai Super Kings,5,5,174,27.98,128.48,20,9,2,0,1,11.53,33.85
2020/21,S Dube,Rajasthan Royals,5,5,360,20.27,148.93,13,18,1,0,1,11.27,33.44
2021,S Dube,Royal Challengers Bangalore,7,7,229,19.34,124.13,9,17,0,0,1,11.55,46.78
2022,S Dube,Royal Challengers Bangalore,9,9,211,39.96,133.07,20,10,2,0,1,11.65,40.42
2023,S Dube,Royal Challengers Bangalore,13,12,377,18.73,154.73,12,12,1,1,1,11.13,46.78
2024,S Dube,Royal Challengers Bangalore,13,12,220,26.6,125.79,21,16,0,0,1,11.44,36.81
2025,S Dube,Royal Challengers Bangalore,14,13,374,21.04,132.43,8,21,4,0,0,10.92,39.58
2026,S Dube,Royal Challengers Bangalore,8,8,97,26.21,150.48,13,12,1,0,0,10.86,43.42
2014,S Gopal,Mumbai Indians,4,2,20,13.03,120.96,2,0,0,0,5,7.67,27.03
2015,S Gopal,Rajasthan Royals,6,3,12,11.74,112.3,2,0,0,0,5,7.42,28.15
2016,S Gopal,Sunrisers Hyderabad,2,1,23,7.89,108.98,2,0,0,0,7,8.82,24.59
2017,S Gopal,Sunrisers Hyderabad,4,2,23,10.67,95.68,2,0,0,0,2,7.52,27.45
2018,S Gopal,Sunrisers Hyderabad,7,3,9,13.08,120.28,1,0,0,0,1,8.56,29.5
2019,S Gopal,Sunrisers Hyderabad,4,2,25,15.35,120.08,1,0,0,0,4,8.82,25.66
2020/21,S Gopal,Sunrisers Hyderabad,5,2,20,14.64,119.52,2,0,0,0,6,7.81,22.79
2021,S Gopal,Sunrisers Hyderabad,6,3,18,15.51,106.47,1,0,0,0,8,7.36,29.97
2022,S Gopal,Sunrisers Hyderabad,7,3,23,11.65,112.05,1,0,0,0,3,8.14,28.56
2023,S Gopal,Sunrisers Hyderabad,6,3,16,14.76,109.12,2,0,0,0,4,7.83,23.01
2024,S Gopal,Sunrisers Hyderabad,5,2,8,9.2,110.24,1,0,0,0,2,8.04,26.8
2024,S Joseph,Lucknow Super Giants,1,1,0,23.01,123.37,0,0,0,0,0,12.05,24.46
2013,S Kaul,Delhi Daredevils,5,1,2,3.47,59.05,0,0,0,0,7,8.53,25.79
2014,S Kaul,Royal Challengers Bangalore,7,2,1,3.69,50.05,0,0,0,0,4,9.35,31.91
2015,S Kaul,Sunrisers Hyderabad,8,2,2,6.63,52.99,0,0,0,0,9,8.62,27.17
2016,S Kaul,Sunrisers Hyderabad,3,1,3,4.07,49.96,0,0,0,0,3,8.09,26.43
2017,S Kaul,Sunrisers Hyderabad,3,1,3,6.84,62.04,0,0,0,0,6,9.15,29.06
2018,S Kaul,Sunrisers Hyderabad,3,1,3,4.53,53.66,0,0,0,0,8,9.21,35.98
2019,S Kaul,Sunrisers Hyderabad,5,1,1,4.05,53.1,0,0,0,0,8,7.9,34.38
2020/21,S Kaul,Sunrisers Hyderabad,6,1,2,4.42,61.93,0,0,0,0,9,8.77,26.03
2021,S Kaul,Sunrisers Hyderabad,7,2,1,3.95,58.49,0,0,0,0,3,8.95,25.67
2022,S Kaul,Sunrisers Hyderabad,7,2,2,5.26,56.16,0,0,0,0,10,9.25,30.73
2016,S Kaushik,Gujarat Lions,4,1,0,0,0,0,0,0,0,5,8.2,58.82
2017,S Kaushik,Gujarat Lions,7,1,0,0,0,0,0,0,0,1,8.61,49.0
2010,S Ladda,Delhi Daredevils,1,1,0,0,0,0,0,0,0,1,10.47,46.21
2011,S Ladda,Gujarat Lions,2,1,0,0,0,0,0,0,0,1,10.59,53.66
2012,S Ladda,Kolkata Knight Riders,1,1,0,0,0,0,0,0,0,1,9.37,50.19
2013,S Ladda,Kolkata Knight Riders,1,1,0,0,0,0,0,0,0,0,9.68,38.84
2014,S Ladda,Kolkata Knight Riders,2,1,0,0,0,0,0,0,0,1,9.55,41.59
2015,S Ladda,Kolkata Knight Riders,1,1,0,0,0,0,0,0,0,1,9.21,52.85
2016,S Ladda,Kolkata Knight Riders,1,1,0,0,0,0,0,0,0,1,8.93,37.69
2018,S Lamichhane,Delhi Capitals,4,1,0,0,0,0,0,0,0,6,8.4,18.57
2019,S Lamichhane,Delhi Daredevils,3,1,0,0,0,0,0,0,0,6,8.44,21.69
2019,S Midhun,Rajasthan Royals,1,1,0,15.28,118.61,0,0,0,0,0,14.29,26.75
2011,S Nadeem,Delhi Daredevils,6,2,5,3.6,44.18,0,0,0,0,7,7.1,39.42
2012,S Nadeem,Sunrisers Hyderabad,6,2,3,3.28,38.28,0,0,0,0,7,7.59,38.71
2013,S Nadeem,Sunrisers Hyderabad,6,2,4,3.88,39.5,0,0,0,0,4,7.46,37.44
2014,S Nadeem,Sunrisers Hyderabad,4,1,4,1.75,50.87,0,0,0,0,2,7.23,35.71
2015,S Nadeem,Sunrisers Hyderabad,6,2,3,2.51,50.57,0,0,0,0,6,7.5,41.09
2016,S Nadeem,Sunrisers Hyderabad,4,1,2,2.67,39.89,0,0,0,0,2,7.92,37.46
2017,S Nadeem,Sunrisers Hyderabad,8,2,4,3.42,41.19,0,0,0,0,5,7.79,35.7
2018,S Nadeem,Sunrisers Hyderabad,7,2,6,2.9,39.38,0,0,0,0,7,8.2,36.79
2019,S Nadeem,Sunrisers Hyderabad,8,2,2,1.84,42.74,0,0,0,0,3,7.68,35.15
2020/21,S Nadeem,Sunrisers Hyderabad,6,2,2,1.78,41.3,0,0,0,0,4,6.91,40.52
2021,S Nadeem,Sunrisers Hyderabad,5,2,6,2.72,43.66,0,0,0,0,6,7.18,37.29
2010,S Narwal,Kolkata Knight Riders,2,1,5,12.64,143.99,2,0,0,0,1,11.74,42.04
2011,S Narwal,Rajasthan Royals,3,2,12,16.2,156.17,2,0,0,0,2,12.09,42.76
2012,S Narwal,Rajasthan Royals,1,1,13,11.56,137.71,1,0,0,0,1,12.45,44.86
2013,S Narwal,Rajasthan Royals,1,1,11,10.76,149.35,1,0,0,0,2,12.09,44.48
2011,S Rana,Pune Warriors,1,1,28,18.74,112.04,3,0,0,0,0,6.45,35.8
2012,S Rana,Royal Challengers Bangalore,3,2,36,29.79,100.83,2,0,0,0,0,6.35,29.04
2013,S Rana,Royal Challengers Bangalore,2,1,21,25.42,114.23,3,0,0,0,0,6.72,26.66
2014,S Rana,Royal Challengers Bangalore,3,2,36,17.08,125.01,2,0,0,0,0,6.94,32.47
2011,S Randiv,Chennai Super Kings,10,1,2,2.32,51.4,0,0,0,0,4,7.25,42.92
2019,S Sandeep Warrier,Gujarat Titans,2,1,0,24.5,134.62,0,0,0,0,1,8.77,29.63
2020/21,S Sandeep Warrier,Kolkata Knight Riders,1,1,0,27.43,120.18,0,0,0,0,1,9.09,33.91
2021,S Sandeep Warrier,Kolkata Knight Riders,2,1,0,14.66,129.31,0,0,0,0,2,8.81,28.86
2022,S Sandeep Warrier,Kolkata Knight Riders,1,1,0,14.49,137.5,0,0,0,0,2,8.44,29.51
2023,S Sandeep Warrier,Kolkata Knight Riders,2,1,0,27.4,117.77,0,0,0,0,1,9.51,32.75
2024,S Sandeep Warrier,Kolkata Knight Riders,2,1,0,19.85,105.24,0,0,0,0,1,9.23,35.69
2008,S Sohal,Deccan Chargers,3,3,95,22.47,110.96,12,6,1,0,0,8.44,35.77
2009,S Sohal,Kings XI Punjab,7,6,112,14.5,130.65,9,3,2,1,0,8.8,33.53
