season,player_name,role,base_price_lakhs,sold,sold_price_lakhs,team_name
2024,B Stanlake,Wicketkeeper,30,Yes,150,Gujarat Titans
2024,Harpreet Singh,Batter,75,No,,
2024,P Parameswaran,Wicketkeeper,50,Yes,330,Lucknow Super Giants
2024,PC Valthaty,All-rounder,100,Yes,865,Lucknow Super Giants
2024,Gurkeerat Singh,Batter,50,Yes,85,Rajasthan Royals
2024,SH Johnson,Wicketkeeper,50,Yes,140,Delhi Capitals
2024,C Sakariya,Wicketkeeper,20,Yes,120,Sunrisers Hyderabad
2024,AA Noffke,All-rounder,30,Yes,170,Punjab Kings
2024,B Akhil,Wicketkeeper,50,No,,
2024,VR Iyer,Batter,40,Yes,145,Punjab Kings
2024,AM Ghazanfar,Batter,75,Yes,550,Mumbai Indians
2024,AS Roy,Wicketkeeper,20,Yes,130,Mumbai Indians
2024,PD Collingwood,Batter,50,Yes,160,Delhi Capitals
2024,Shivang Kumar,Bowler,100,Yes,265,Chennai Super Kings
2024,AA Jhunjhunwala,Batter,200,Yes,1545,Rajasthan Royals
2024,DJ Malan,Wicketkeeper,75,Yes,505,Delhi Capitals
2024,M Ntini,All-rounder,50,Yes,470,Delhi Capitals
2024,S Sandeep Warrier,All-rounder,200,No,,
2024,Shoaib Ahmed,Wicketkeeper,150,Yes,235,Mumbai Indians
2024,KJ Abbott,Wicketkeeper,200,Yes,1495,Sunrisers Hyderabad
2024,CR Woakes,Bowler,100,No,,
2024,JW Hastings,Wicketkeeper,30,Yes,135,Royal Challengers Bangalore
2024,SD Chauhan,Bowler,100,Yes,670,Rajasthan Royals
2024,SD Hope,Batter,100,Yes,635,Sunrisers Hyderabad
2024,Avesh Khan,Bowler,40,No,,
2024,YA Abdulla,All-rounder,40,Yes,280,Mumbai Indians
2024,Abdul Samad,Bowler,100,Yes,210,Lucknow Super Giants
2024,STR Binny,All-rounder,40,Yes,340,Lucknow Super Giants
2024,WP Saha,Batter,100,Yes,615,Sunrisers Hyderabad
2024,Prabhsimran Singh,Batter,75,Yes,510,Royal Challengers Bangalore
2024,Yash Thakur,Wicketkeeper,75,Yes,270,Kolkata Knight Riders
2024,P Sahu,All-rounder,150,No,,
2024,NL McCullum,Batter,50,No,,
2024,DT Patil,Batter,50,No,,
2024,JM Sharma,Batter,50,Yes,110,Delhi Capitals
2024,SV Samson,Batter,150,Yes,425,Lucknow Super Giants
2025,LPC Silva,All-rounder,20,Yes,140,Mumbai Indians
2025,DC Jurel,All-rounder,75,Yes,190,Rajasthan Royals
2025,RR Pant,Batter,20,Yes,45,Lucknow Super Giants
2025,BJ Haddin,Bowler,200,No,,
2025,A Mukund,Batter,40,Yes,190,Chennai Super Kings
2025,UA Birla,All-rounder,40,Yes,70,Delhi Capitals
2025,R Dhawan,Bowler,40,No,,
2025,MV Boucher,Wicketkeeper,75,No,,
2025,Zeeshan Ansari,Batter,75,Yes,475,Delhi Capitals
2025,N Burger,Bowler,75,Yes,545,Gujarat Titans
2025,Shakib Al Hasan,All-rounder,100,No,,
2025,PA Patel,Batter,40,No,,
2025,BJ Hodge,Batter,200,Yes,275,Mumbai Indians
2025,GJ Bailey,Wicketkeeper,40,Yes,85,Mumbai Indians
2025,TR Birt,Wicketkeeper,200,Yes,1455,Rajasthan Royals
2025,E Lewis,All-rounder,200,Yes,2060,Mumbai Indians
2025,DP Nannes,Bowler,200,Yes,1385,Sunrisers Hyderabad
2025,J Fraser-McGurk,Bowler,40,Yes,95,Chennai Super Kings
2025,JJ Roy,Batter,75,No,,
2025,W Jaffer,All-rounder,75,No,,
2025,M Ntini,All-rounder,50,No,,
2025,C Green,Batter,20,No,,
2025,MS Bisla,Bowler,40,No,,
2025,ER Dwivedi,Bowler,50,Yes,360,Sunrisers Hyderabad
2025,S Midhun,Bowler,20,Yes,115,Delhi Capitals
2025,G Gambhir,Batter,150,Yes,1150,Punjab Kings
2025,JE Taylor,Batter,100,Yes,420,Royal Challengers Bangalore
2025,V Nigam,Batter,200,Yes,575,Sunrisers Hyderabad
2025,Shivam Singh,Wicketkeeper,20,No,,
2025,DNT Zoysa,Batter,200,No,,
2025,MK Pandey,Batter,40,No,,
2025,DJ Mitchell,All-rounder,75,No,,
2025,MJ Clarke,All-rounder,30,No,,
2025,CJ McKay,All-rounder,150,Yes,440,Chennai Super Kings
2025,AA Kulkarni,Wicketkeeper,150,Yes,370,Chennai Super Kings
2025,JL Pattinson,Bowler,150,Yes,940,Rajasthan Royals
2025,Iqbal Abdulla,Bowler,40,Yes,265,Chennai Super Kings
2025,HC Brook,Wicketkeeper,75,Yes,425,Lucknow Super Giants
2025,SB Styris,Bowler,100,Yes,410,Gujarat Titans
2025,Mukesh Kumar,Bowler,150,Yes,780,Sunrisers Hyderabad
2025,Harmeet Singh,Batter,30,No,,
2025,LRPL Taylor,Batter,40,Yes,65,Rajasthan Royals
2025,Ramandeep Singh,Bowler,100,Yes,555,Sunrisers Hyderabad
2025,Simarjeet Singh,Wicketkeeper,40,Yes,220,Sunrisers Hyderabad
2025,SP Narine,All-rounder,30,Yes,60,Delhi Capitals
2025,N Thushara,Wicketkeeper,200,Yes,380,Delhi Capitals
2025,Anirudh Singh,Batter,75,Yes,230,Kolkata Knight Riders
2025,A Manohar,Wicketkeeper,20,Yes,25,Gujarat Titans
2025,NS Naik,Batter,30,Yes,50,Gujarat Titans
2025,C Nanda,Bowler,75,Yes,120,Punjab Kings
2025,KD Karthik,Batter,20,Yes,85,Chennai Super Kings
2025,T Henderson,All-rounder,40,Yes,205,Rajasthan Royals
2025,MC Henriques,All-rounder,75,Yes,410,Punjab Kings
2025,Sunny Gupta,Wicketkeeper,200,No,,
2025,FY Fazal,Wicketkeeper,100,Yes,155,Royal Challengers Bangalore
2025,M Pathirana,Bowler,75,Yes,85,Chennai Super Kings
2025,TL Suman,Bowler,150,Yes,840,Chennai Super Kings
2025,MM Sharma,Bowler,200,No,,
2025,VH Zol,Bowler,200,Yes,1565,Delhi Capitals
2025,S Kaushik,Wicketkeeper,100,No,,
2025,IC Pandey,Wicketkeeper,30,Yes,70,Royal Challengers Bangalore
2025,AU Rashid,All-rounder,20,No,,
2025,Auqib Nabi,Bowler,50,Yes,275,Sunrisers Hyderabad
2025,RJ Quiney,Bowler,150,Yes,465,Gujarat Titans
2025,AP Dole,Batter,200,Yes,230,Royal Challengers Bangalore
2025,AL Menaria,Wicketkeeper,40,Yes,165,Royal Challengers Bangalore
2025,KM Asif,Batter,200,Yes,830,Sunrisers Hyderabad
2025,H Sharma,Bowler,50,Yes,340,Kolkata Knight Riders
2025,NT Tilak Varma,Batter,150,Yes,260,Mumbai Indians
2025,L Ablish,Batter,150,No,,
2025,S Sohal,Wicketkeeper,75,Yes,330,Mumbai Indians
2025,Sediqullah Atal,Batter,200,Yes,940,Kolkata Knight Riders
2026,RV Gomez,Wicketkeeper,50,Yes,170,Sunrisers Hyderabad
2026,K Yadav,Wicketkeeper,100,No,,
2026,RG Sharma,Batter,75,No,,
2026,AR Sharma,Bowler,30,No,,
2026,J Suchith,Batter,200,No,,
2026,SPD Smith,Batter,30,No,,
2026,MK Lomror,Bowler,30,Yes,50,Gujarat Titans
2026,Naman Dhir,Bowler,30,No,,
2026,BE Hendricks,Batter,40,Yes,255,Delhi Capitals
2026,PA Patel,Batter,200,Yes,710,Chennai Super Kings
2026,SD Chitnis,Bowler,40,No,,
2026,SP Jackson,All-rounder,200,No,,
2026,Kamran Akmal,All-rounder,20,No,,
2026,Mujeeb Ur Rahman,All-rounder,200,Yes,570,Punjab Kings
2026,T Shamsi,Batter,75,Yes,295,Punjab Kings
2026,MW Short,Bowler,50,No,,
2026,A Taide,Bowler,150,Yes,600,Kolkata Knight Riders
2026,D Salunkhe,Batter,150,No,,
2026,JJ Roy,Batter,100,Yes,640,Mumbai Indians
2026,V Kohli,Batter,30,Yes,115,Chennai Super Kings
2026,DP Vijaykumar,Bowler,40,Yes,255,Rajasthan Royals
2026,NS Naik,Batter,40,Yes,215,Lucknow Super Giants
2026,KT Maphaka,Bowler,75,Yes,430,Rajasthan Royals
2026,Mashrafe Mortaza,All-rounder,75,No,,
2026,Gurnoor Brar,Bowler,20,No,,
2026,PP Chawla,All-rounder,40,Yes,125,Rajasthan Royals
2026,GD McGrath,Batter,200,No,,
2026,S Aravind,Bowler,150,No,,
2026,Sohail Tanvir,All-rounder,30,Yes,145,Mumbai Indians
2026,KR Sen,Batter,40,No,,
2026,S Narwal,All-rounder,75,Yes,475,Kolkata Knight Riders
2026,TU Deshpande,Bowler,100,Yes,725,Royal Challengers Bangalore
2026,SS Shaikh,All-rounder,75,No,,
2026,NM Coulter-Nile,Bowler,75,No,,
2026,C Madan,All-rounder,30,No,,
2026,JM Sharma,Batter,75,Yes,100,Gujarat Titans
2026,Umar Gul,Bowler,30,Yes,185,Sunrisers Hyderabad
2026,TM Srivastava,Bowler,200,No,,
2026,M Vijay,Batter,50,Yes,285,Punjab Kings
2026,MJ Suthar,Wicketkeeper,40,Yes,110,Rajasthan Royals
2026,Shakib Al Hasan,All-rounder,100,Yes,880,Gujarat Titans
2026,SS Iyer,Batter,100,Yes,600,Sunrisers Hyderabad
2026,VG Arora,Bowler,150,Yes,595,Chennai Super Kings
2026,LA Pomersbach,All-rounder,40,Yes,80,Sunrisers Hyderabad
2026,NV Ojha,Batter,150,Yes,970,Lucknow Super Giants
2026,SD Chauhan,Bowler,75,Yes,295,Lucknow Super Giants
2026,F Behardien,All-rounder,200,Yes,1020,Sunrisers Hyderabad
2026,JE Taylor,Batter,40,Yes,175,Royal Challengers Bangalore
2026,Swapnil Singh,All-rounder,200,No,,
2026,WD Parnell,Bowler,30,Yes,35,Kolkata Knight Riders
2026,Ankit Sharma,Bowler,40,Yes,305,Gujarat Titans
2026,Sameer Rizvi,Wicketkeeper,150,Yes,750,Chennai Super Kings
2026,P Chopra,Batter,20,Yes,70,Gujarat Titans
2026,C Ganapathy,All-rounder,100,Yes,155,Delhi Capitals
2026,DH Yagnik,Bowler,40,No,,
2026,DS Rathi,Batter,150,No,,
2026,D Ferreira,Bowler,75,Yes,505,Delhi Capitals
2026,S Sohal,Wicketkeeper,200,Yes,690,Mumbai Indians
2026,P Ray Barman,Bowler,20,Yes,65,Rajasthan Royals
2026,B Geeves,All-rounder,200,No,,
2026,MJ Santner,All-rounder,200,Yes,510,Lucknow Super Giants
2026,P Suyal,Wicketkeeper,200,Yes,410,Sunrisers Hyderabad
2026,JW Hastings,Wicketkeeper,100,No,,
2026,H Sharma,Bowler,150,Yes,565,Rajasthan Royals
2026,FA Allen,Wicketkeeper,20,Yes,110,Sunrisers Hyderabad
2026,RJ Quiney,Bowler,40,Yes,265,Mumbai Indians
2026,AJ Finch,Batter,75,Yes,415,Gujarat Titans
2026,A Raghuvanshi,Bowler,30,No,,
2026,LA Carseldine,All-rounder,20,Yes,165,Lucknow Super Giants
2026,Imran Tahir,Bowler,20,Yes,95,Chennai Super Kings
2026,L Ronchi,Batter,20,No,,
2026,Shivam Singh,Wicketkeeper,50,Yes,330,Lucknow Super Giants
2026,D Kalyankrishna,Bowler,100,Yes,445,Rajasthan Royals
2026,DJ Bravo,All-rounder,20,Yes,100,Punjab Kings
2026,PJ Sangwan,Bowler,100,Yes,180,Rajasthan Royals
2026,AB Barath,Bowler,30,Yes,60,Gujarat Titans
2026,KP Pietersen,Batter,75,Yes,575,Chennai Super Kings
2026,MS Bhandage,Batter,40,Yes,130,Mumbai Indians
2026,BB Samantray,Wicketkeeper,20,Yes,35,Mumbai Indians
2026,SB Styris,Bowler,40,No,,
2026,GS Sandhu,Batter,75,No,,
2026,BKG Mendis,Wicketkeeper,30,Yes,190,Mumbai Indians
2026,RN ten Doeschate,Wicketkeeper,50,Yes,225,Sunrisers Hyderabad
